CO_PROCEDIMENTO,NO_PROCEDIMENTO
202030539,PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS
202030547,PESQUISA DE ANTICORPOS ANTILISTERIA
202030555,PESQUISA DE ANTICORPOS ANTIMICROSSOMAS
202030563,PESQUISA DE ANTICORPOS ANTIMITOCONDRIA
202030571,PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO
202030580,PESQUISA DE ANTICORPOS ANTIMUSCULO LISO
202030598,PESQUISA DE ANTICORPOS ANTINUCLEO
202030601,PESQUISA DE ANTICORPOS ANTIPARIETAIS
202030610,PESQUISA DE ANTICORPOS ANTIPLASMODIOS
202030628,PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA
202030636,PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS)
202030644,PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE)
202030652,PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA
202030660,PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII
202030679,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV)
202030687,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV)
202030695,PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO
202030709,PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS
202030717,PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO
202030725,PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA
202030733,PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR
202030741,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS
202030750,PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS
202030768,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA
202030776,PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI
202030784,PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL)
202030792,PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS
202030806,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGG)
202030814,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA
202030822,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
202030830,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR
202030849,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES
202030857,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS
202030865,PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS
202030873,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA
202030881,PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI
202030890,PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM)
202030903,PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS
202030911,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGM)
202030920,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA
202030938,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
202030946,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR
202030954,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES
202030962,PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA)
202030970,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG)
202030989,PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG)
202030997,DETECÇÃO DE CLAMÍDIA E GONOCOCO POR BIOLOGIA MOLECULAR
202031004,PESQUISA DE CRIOGLOBULINAS
202031012,PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE)
202031039,PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA
202031047,PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA)
202031055,PROVAS DE PRAUSNITZ-KUSTNER (PK)
202031063,PROVAS IMUNO-ALERGICAS BACTERIANAS
202031071,QUANTIFICAÇÃO DE RNA DO HIV-1
202031080,QUANTIFICAÇÃO DE RNA DO VÍRUS DA HEPATITE C
202031098,TESTE TREPONEMICO P/ DETECÇÃO DE SIFILIS
202031101,REAÇÃO DE MONTENEGRO ID
202031110,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS
202031144,TESTES ALERGICOS DE CONTATO
202031152,TESTES CUTANEOS DE LEITURA IMEDIATA
202031179,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES
202031187,DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA
202031195,DOSAGEM DA FRAÇÃO C1Q DO COMPLEMENTO
202031209,DOSAGEM DE TROPONINA
202031217,DOSAGEM DO ANTÍGENO CA 125
202031225,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I
202031233,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II
202031241,GENOTIPAGEM DO HIV
202031250,DETECÇÃO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2
202031268,TESTE CONFIRMATÓRIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2
202031276,DOSAGEM DE ADENOSINA-DESAMINASE (ADA)
202031284,ANTIBETA 2 GLICOPROTEINA I -IGG
202031292,DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM
202031306,DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA
202031314,DOSAGEM DE ANTICORPO ANTI-ACHR
202031322,DOSAGEM DE SIROLIMO
202031365,TESTE DE LIBERAÇÃO DE INTERFERON-GAMA PARA ILTB (IGRA)
202040011,DOSAGEM DE ESTERCOBILINOGENIO FECAL
202040020,DOSAGEM DE GORDURA FECAL
202040038,EXAME COPROLOGICO FUNCIONAL
202040046,IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS
202040054,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA)
202040062,PESQUISA DE EOSINOFILOS
202040070,PESQUISA DE GORDURA FECAL
202040089,PESQUISA DE LARVAS NAS FEZES
202040097,PESQUISA DE LEUCOCITOS NAS FEZES
202040100,PESQUISA DE LEVEDURAS NAS FEZES
202040119,PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA)
202040127,PESQUISA DE OVOS E CISTOS DE PARASITAS
202040135,PESQUISA DE ROTAVIRUS NAS FEZES
202040143,PESQUISA DE SANGUE OCULTO NAS FEZES
202040151,PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES
202040160,PESQUISA DE TRIPSINA NAS FEZES
202040178,PESQUISA DE TROFOZOITAS NAS FEZES
202050017,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA"
202050025,CLEARANCE DE CREATININA
202050033,CLEARANCE DE FOSFATO
202050041,CLEARANCE DE UREIA
202050050,CONTAGEM DE ADDIS
202050068,DETERMINACAO DE OSMOLALIDADE
202050076,IDENTIFICAÇÃO DE GLICÍDIOS URINÁRIOS POR CROMATOGRAFIA (CAMADA DELGADA)
202050084,DOSAGEM DE CITRATO
202050092,DOSAGEM DE MICROALBUMINA NA URINA
202050106,DOSAGEM DE OXALATO
202050114,DOSAGEM DE PROTEINAS (URINA DE 24 HORAS)
202050122,DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS
202050130,EXAME QUALITATIVO DE CALCULOS URINARIOS
202050149,PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA)
202050157,PESQUISA DE ALCAPTONA NA URINA
202050165,PESQUISA DE AMINOACIDOS NA URINA
202050173,PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA
202050181,PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA
202050190,PESQUISA DE CISTINA NA URINA
202050203,PESQUISA DE COPROPORFIRINA NA URINA
202050211,PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA
202050220,PESQUISA DE FENIL-CETONA NA URINA
202050238,PESQUISA DE FRUTOSE NA URINA
202050246,PESQUISA DE GALACTOSE NA URINA
202050254,PESQUISA DE GONADOTROFINA CORIONICA
202050262,PESQUISA DE HOMOCISTINA NA URINA
202050270,PESQUISA DE LACTOSE NA URINA
202050289,PESQUISA DE MUCOPOLISSACARIDEOS NA URINA
202050297,PESQUISA DE PORFOBILINOGENIO NA URINA
202050300,PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE)
202050319,PESQUISA DE TIROSINA NA URINA
202050327,PROVA DE DILUICAO (URINA)
202060012,DETERMINAÇÃO DE ÍNDICE DE TIROXINA LIVRE
202060020,DETERMINAÇÃO DE RETENÇÃO DE T3
202060039,DETERMINAÇÃO DE T3 REVERSO
202060047,DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA
202060055,DOSAGEM DE 17-CETOSTEROIDES TOTAIS
202060063,DOSAGEM DE 17-HIDROXICORTICOSTEROIDES
202060071,DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)
202060080,DOSAGEM DE ADRENOCORTICOTROFICO (ACTH)
202060098,DOSAGEM DE ALDOSTERONA
202060101,DOSAGEM DE AMP CICLICO
202060110,DOSAGEM DE ANDROSTENEDIONA
202060128,DOSAGEM DE CALCITONINA
202060136,DOSAGEM DE CORTISOL
202060144,DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA)
202060152,DOSAGEM DE DIHIDROTESTOTERONA (DHT)
202060160,DOSAGEM DE ESTRADIOL
202060179,DOSAGEM DE ESTRIOL
202060187,DOSAGEM DE ESTRONA
202060195,DOSAGEM DE GASTRINA
202060209,DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA
202060217,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)"
202060225,DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH)
202060233,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH)
202060241,DOSAGEM DE HORMONIO LUTEINIZANTE (LH)
202060250,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH)
202060268,DOSAGEM DE INSULINA
202060276,DOSAGEM DE PARATORMONIO
202060284,DOSAGEM DE PEPTIDEO C
202060292,DOSAGEM DE PROGESTERONA
202060306,DOSAGEM DE PROLACTINA
202060314,DOSAGEM DE RENINA
202060322,DOSAGEM DE SOMATOMEDINA C (IGF1)
202060330,DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS)
202060349,DOSAGEM DE TESTOSTERONA
202060357,DOSAGEM DE TESTOSTERONA LIVRE
202060365,DOSAGEM DE TIREOGLOBULINA
202060373,DOSAGEM DE TIROXINA (T4)
202060381,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE)
202060390,DOSAGEM DE TRIIODOTIRONINA (T3)
202060403,TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH
202060411,TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA
202060420,TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH
202060438,TESTE DE ESTIMULO DO HGH APOS GLUCAGON
202060446,TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA
202060454,TESTE DE SUPRESSAO DO HGH APOS GLICOSE
202060462,TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS
202060470,PESQUISA DE MACROPROLACTINA
202070018,DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO
202070026,DOSAGEM DE ACIDO HIPURICO
202070034,DOSAGEM DE ACIDO MANDELICO
202070042,DOSAGEM DE ACIDO METIL-HIPURICO
202070050,DOSAGEM DE ACIDO VALPROICO
202070069,DOSAGEM DE ALA-DESIDRATASE
202070077,DOSAGEM DE ALCOOL ETILICO
202070085,DOSAGEM DE ALUMINIO
202070093,DOSAGEM DE AMINOGLICOSIDEOS
202070107,DOSAGEM DE ANFETAMINAS
202070115,DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS
202070123,DOSAGEM DE BARBITURATOS
202070131,DOSAGEM DE BENZODIAZEPINICOS
202070140,DOSAGEM DE CADMIO
202070158,DOSAGEM DE CARBAMAZEPINA
202070166,DOSAGEM DE CARBOXI-HEMOGLOBINA
202070174,DOSAGEM DE CHUMBO
202070182,DOSAGEM DE CICLOSPORINA
202070190,DOSAGEM DE COBRE
202070204,"DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)"
202070212,DOSAGEM DE ETOSSUXIMIDA
202070220,DOSAGEM DE FENITOINA
202070239,DOSAGEM DE FENOL
202070247,DOSAGEM DE FORMALDEIDO
202070255,DOSAGEM DE LITIO
202070263,DOSAGEM DE MERCURIO
202070271,DOSAGEM DE META-HEMOGLOBINA
202070280,DOSAGEM DE METABOLITOS DA COCAINA
202070298,DOSAGEM DE METOTREXATO
202070301,DOSAGEM DE QUINIDINA
202070310,DOSAGEM DE SALICILATOS
202070328,DOSAGEM DE SULFATOS
202070336,DOSAGEM DE TEOFILINA
202070344,DOSAGEM DE TIOCIANATO
202070352,DOSAGEM DE ZINCO
202080013,ANTIBIOGRAMA
202080021,ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA
202080030,TESTE DE SENSIBILIDADE EM MEIO SÓLIDO PARA OS FÁRMACOS CONTRA MICOBACTERIAS
202080048,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNÓSTICA)
202080056,BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE)
202080064,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE)
202080072,BACTERIOSCOPIA (GRAM)
202080080,CULTURA DE BACTERIAS P/ IDENTIFICACAO
202080099,CULTURA DO LEITE HUMANO (POS-PASTEURIZAÇÃO)
202080102,CULTURA P/ HERPESVIRUS
202080110,CULTURA SÓLIDA PARA MICOBACTÉRIAS
202080129,CULTURA PARA BACTERIAS ANAEROBICAS
202080137,CULTURA PARA IDENTIFICACAO MORFOLÓGICA DE FUNGOS
202080145,EXAME MICROBIOLOGICO A FRESCO (DIRETO)
202080153,HEMOCULTURA
202080161,IDENTIFICACAO AUTOMATIZADA DE MICROORGANISMOS
202080170,PEQUISA DE PNEUMOCYSTI CARINI
202080188,PESQUISA DE BACILO DIFTERICO
202080196,PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A
202080200,PESQUISA DE HAEMOPHILUS DUCREY
202080218,PESQUISA DE HELICOBACTER PYLORI
202080226,PESQUISA DE LEPTOSPIRAS
202080234,EXAMES DIRETOS PARA PESQUISA DE TREPONEMA PALLIDUM
202080242,PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES
202080250,EXAME MICOLÓGICO DIRETO
202090019,ACIDO URICO LIQUIDO NO SINOVIAL E DERRAMES
202090027,ADENOGRAMA
202090035,CITOLOGIA P/ CLAMIDIA
202090043,CITOLOGIA P/ HERPESVIRUS
202090051,CONTAGEM ESPECIFICA DE CELULAS NO LIQUOR
202090060,CONTAGEM GLOBAL DE CELULAS NO LIQUOR
202090078,DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO
202090086,DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO
202090094,DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA
202090108,DOSAGEM DE FRUTOSE
202090116,DOSAGEM DE FRUTOSE NO ESPERMA
202090124,DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES
202090132,DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES
202090140,DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA)
202090159,ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR
202090167,ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO
202090175,ESPLENOGRAMA
202090183,EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS
202090191,MIELOGRAMA
202090213,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA )
202090221,DOSAGEM DE FOSFATASE ÁCIDA NO ESPERMA
202090230,PESQUISA DE CARACTERES FISICOS NO LIQUOR
202090248,PESQUISA DE CELULAS ORANGIOFILAS
202090256,PESQUISA DE CRISTAIS C/ LUZ POLARIZADA
202090264,PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA)
202090272,PESQUISA DE RAGOCITOS NO LIQUIDO SINOVIAL E DERRAMES
202090280,PROVA DE PROGRESSAO ESPERMATICA (CADA)
202090299,"PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIPOS A, B, C)"
202090302,PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE
202090310,REACAO DE PANDY
202090329,REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES
202090337,TESTE DE CLEMENTS
202090345,TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS
202090353,TESTE DE HOLLANDER NO SUCO GASTRICO
202090361,TESTE MOLECULAR PARA A DETECÇÃO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS
202100014,DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS)
202100022,DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS)
202100030,DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)
202100049,QUANTIFICAÇÃO/AMPLIFICAÇÃO DO HER-2
202100057,FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA
202100065,ANÁLISE DE DNA PELA TÉCNICA DE SOUTHERN BLOT
202100073,ANÁLISE DE DNA POR MLPA
202100081,"IDENTIFICAÇÃO DE MUTAÇÃO/REARRANJOS POR PCR, PCR SENSÍVEL A METILAÇÃO, qPCR E qPCR SENSÍVEL A METILAÇÃO"
202100090,"FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR DOENÇA"
202100103,IDENTIFICAÇÃO DE ALTERAÇÃO CROMOSSÔNICA SUBMICROSCÓPICA POR ARRAY-CGH
202100111,IDENTIFICAÇÂO DE MUTAÇÃO POR SEQUENCIAMENTO POR AMPLICON ATÉ 500 PARES DE BASES
202100120,"IDENTIFICAÇÃO DE GLICOSAMINOGLICANOS URINÁRIOS POR CROMATOGRAFIA EM CAMADA DELGADA , ELETROFORESE E DOSAGEM QUANTITATIVA"
202100138,IDENTIFICAÇÃO DE OLIGOSSACARÍDEOS E SIALOSSACARÍDEOS POR CROMATOGRAFIA (CAMADA DELGADA)
202100146,"DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS"
202100154,DOSAGEM QUANTITATIVA DE AMINOÁCIDOS
202100162,DOSAGEM QUANTITATIVA DE ÁCIDOS ORGÂNICOS
202100170,ENSAIOS ENZIMÁTICOS NO PLASMA E LEUCÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
202100189,ENSAIOS ENZIMÁTICOS EM ERITRÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
202100197,ENSAIOS ENZIMÁTICOS EM TECIDO CULTIVADO PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
202100200,SEQUENCIAMENTO COMPLETO DO EXOMA
202100219,DIAGNÓSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
202100227,REAVALIAÇÃO DIAGNÓSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
202100235,PESQUISA DE MUTAÇÃO DO GENE DA PROTROMBINA
202100243,TESTE CITOGENÈTICO POR HIBRIDIZAÇÃO IN SITU POR FLUORESCÊNCIA (FISH) PARA MIELOMA MÚLTIPLO
202110010,DETECCAO DE VARIANTES DA HEMOGLOBINA (DIAGNOSTICO TARDIO)
202110028,DETECCAO MOLECULAR DE MUTACAO EM HEMOGLOBINOPATIAS (CONFIRMATORIO)
202110036,DETECCAO MOLECULAR EM FIBROSE CISTICA (CONFIRMATORIO)
202110044,DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO)
202110052,DOSAGEM DE FENILALANINA E TSH OU T4
202110060,DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZINHO)
202110079,DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO)
202110087,DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO)
202110095,DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
202110109,DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
202110117,DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO
202110125,DETECÇÃO MOLECULAR DE MUTAÇÃO EM HIPERPLASIA ADRENAL CONGÊNITA
202110133,DETECÇÃO MOLECULAR DE MUTAÇÃO EM DEFICIÊNCIA DE BIOTINIDASE
202110141,DOSAGEM DE CLORETO NO SUOR
202110150,PESQUISA DE IGM ANTI-TOXOPLASMA GONDII EM SANGUE SECO (COMPONENTE DO TESTE DO PEZINHO)
202120015,DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS
202120023,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO
202120031,FENOTIPAGEM DE SISTEMA RH - HR
202120040,IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS
202120058,PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO
202120066,PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC
202120074,PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO
202120082,PESQUISA DE FATOR RH (INCLUI D FRACO)
202120090,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)
202120104,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B
203010019,EXAME CITOPATOLÓGICO CERVICO-VAGINAL/MICROFLORA
203010027,EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)
203010035,EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA)
203010043,EXAME CITOPATOLOGICO DE MAMA
203010078,CONTROLE DE QUALIDADE DO EXAME CITOPATOLÓGICO CERVICO VAGINAL
203010086,EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO
203020014,DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS
203020022,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA
203020030,EXAME ANATOMO-PATOLÓGICO PARA CONGELAMENTO / PARAFINA POR PEÇA CIRURGICA OU POR BIOPSIA (EXCETO COLO UTERINO E MAMA)
203020049,IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR)
203020057,NECROPSIA
203020065,EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA
203020073,EXAME ANATOMOPATOLOGICO DE MAMA - PECA CIRURGICA
203020081,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA
204010012,DACRIOCISTOGRAFIA
204010020,PLANIGRAFIA DE LARINGE
204010039,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)
204010047,RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)
204010055,RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL
204010063,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)
204010071,RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLÍQUA / BRETTON + HIRTZ)
204010080,RADIOGRAFIA DE CRANIO (PA + LATERAL)
204010098,RADIOGRAFIA DE LARINGE
204010101,RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)
204010110,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)
204010128,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)
204010136,RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)
204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)
204010152,RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)
204010160,RADIOGRAFIA OCLUSAL
204010179,RADIOGRAFIA PANORAMICA
204010195,SIALOGRAFIA (POR GLANDULA)
204010209,TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS
204010217,RADIOGRAFIA INTERPROXIMAL (BITE WING)
204010225,RADIOGRAFIA PERIAPICAL
204020018,MIELOGRAFIA
204020026,PLANIGRAFIA DE COLUNA VERTEBRAL
204020034,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)
204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)
204020050,RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA
204020069,RADIOGRAFIA DE COLUNA LOMBO-SACRA
204020077,RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)
204020085,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA
204020093,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL)
204020107,RADIOGRAFIA DE COLUNA TORACO-LOMBAR
204020115,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA
204020123,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA
204020131,RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE)
204030013,BRONCOGRAFIA UNILATERAL
204030021,DUCTOGRAFIA (POR MAMA)
204030030,MAMOGRAFIA
204030048,MARCACAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A MAMOGRAFIA
204030056,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA)
204030064,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL)
204030072,RADIOGRAFIA DE COSTELAS (POR HEMITORAX)
204030080,RADIOGRAFIA DE ESOFAGO
204030099,RADIOGRAFIA DE ESTERNO
204030102,RADIOGRAFIA DE MEDIASTINO (PA E PERFIL)
204030110,RADIOGRAFIA DE PNEUMOMEDIASTINO
204030129,RADIOGRAFIA DE TORAX (APICO-LORDORTICA)
204030137,RADIOGRAFIA DE TÓRAX (PA + INSPIRAÇÃO + EXPIRAÇÃO + LATERAL)
204030145,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)
