CO_PROCEDIMENTO,Descricao,ValorTUNEP
406020493,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
406020574,CIRURGIA DE VARIZES UNILATERAL,"383,47"
406020566,CIRURGIA DE VARIZES BILATERAL,"459,37"
406020167,FASCIOTOMIA PARA DESCOMPRESSAO,"406,04"
415040035,DEBRIDAMENTO DE ULCERA OU DE TECIDOS DESVITALIZADO,"406,04"
406020043,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRARENAL,"1.327,42"
406020485,TRATAMENTO CIRURGICO DOS ANEURISMAS DAS ARTERIAS V,"929,09"
406020302,"PLASTIA ARTERIAL COM REMENDO, QUALQUER TECNICA ","1.190,62"
406020370,PONTE/TROMBOENDARTERECTOMIA DE CAROTIDA,"998,35"
406020361,PONTE/TROMBOENDARTERECTOMIA AORTOILIACA,"1.192,49"
406020353,PONTE/TROMBOENDARTERECTOMIA AORTO-FEMORAL,"1.192,49"
406020388,PONTE/TROMBOENDARTERECTOMIA ILIACO-FEMORAL,"1.190,47"
406020345,PONTE FEMORO-FEMORAL CRUZADA,"1.190,47"
406020450,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47"
406020442,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47"
406020434,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"930,43"
406020329,PONTE AXILOFEMORAL,"1.190,47"
406020310,PONTE AXILOBIFEMORAL,"1.190,47"
406020337,PONTE DE RAMOS DO TRONCO SUPRA-AORTICO,"997,86"
406020426,REVASCULARIZACAO DO MEMBRO SUPERIOR,"997,86"
406020418,REVASCULARIZACAO DE ARTERIAS VISCERAIS,"929,09"
406020396,RETIRADA DE PROTESE INFECTADA EM POSICAO AORTA ABD,"1.017,48"
406020400,RETIRADA DE PROTESE INFECTADA EM POSICAO NAO AORTI,"1.017,48"
406020019,ANASTOMOSE ESPLENO RENAL OU OUTRA DERIVACAO CENT,"928,22"
406020035,ANASTOMOSE PORTO CAVA,"1.017,49"
406020027,ANASTOMOSE LINFOVENOSA,"930,43"
406020558,CIRURGIA DE LINFEDEMA,"437,91"
406020582,"TROCA DE AORTA DESCENDENTE , INCLUINDO ABDOMINAL ","3.487,36"
406020051,ANEURISMECTOMIA TORACO-ABDOMINAL,"3.377,36"
406020469,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO,"1.275,45"
406020477,TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45"
406020604,VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45"
406020078,COLOCACAO DE CATETER TOTALMENTE OU SEMI IMPLANTAV,"144,00"
406020540,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMA,"1.191,35"
406030103,RETIRADA DE CORPO ESTRANHO EM SISTEMA CARDIOVASCU,"539,43"
201010143,BIOPSIA ENDOMIOCARDICA,"539,43"
406030081,ATRIOSEPTOSTOMIA COM CATETER BALAO,"857,20"
406030138,VALVULOPLASTIA PULMONAR PERCUTANEA,"857,20"
406030111,VALVULOPLASTIA AORTICA PERCUTANEA,"1.404,87"
406030014,ANGIOPLASTIA CORONARIANA,"1.275,45"
406030030,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE PROTESE I,"1.275,45"
406030022,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE DUPLA PRO,"1.275,45"
406030065,ANGIOPLASTIA EM ENXERTOS CORONARIANO,"1.275,45"
406030073,ANGIOPLASTIA EM ENXERTOS CORONARIANO COM IMPLANTE,"1.275,45"
406030049,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUSO CATETER,"1.349,45"
406030120,VALVULOPLASTIA MITRAL PERCUTANEA,"1.404,87"
406030146,VALVULOPLASTIA TRICUSPIDE PERCUTANEA,"1.404,87"
406030057,ANGIOPLASTIA DA AORTA E RAMOS E VASOS VENOSOS COM,"1.275,45"
406030090,FECHAMENTO PERCUTANEO DO CANAL ARTERIAL OU FISTUL,"1.275,45"
406040052,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
406040060,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
406040079,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
406040125,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS OU RENA,"862,20"
406040109,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20"
406040117,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20"
406040141,COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA NA TRO,"550,61"
406040028,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
406040028,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
406040044,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
406040010,ALCOOLIZACAO PERCUTANEA DE HEMANGIOMAS E MALFORM,"232,10"
406040206,EMBOLIZACAO DE MALFORMACOES VASCULARES ARTERIOVE,"862,20"
406040192,"EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA, INCLU ","862,20"
406040303,TRATAMENTO DA HEMATURIA OU SANGRAMENTO GENITAL P,"862,20"
406040290,"TRATAMENTO DE EPISTAXE POR EMBOLIZACAO, INCLUINDO E ","862,20"
406040311,TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTAN,"862,20"
406040230,FIBRINOLISE INTRAVASCULAR POR CATETER,"862,20"
406040087,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
406040095,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
406040133,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
406040265,SHUNT INTRAHEPATICO PORTO-SISTEMICO (TIPS) COM STEN,"1.307,98"
406040176,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
406040150,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
406040168,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,99"
406040184,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
406040281,RECONSTRUCAO DA BIFURCACAO AORTO-ILIACA COM ANGIO,"1.307,98"
406040338,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA,"862,20"
406040320,TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOS,"862,20"
406040273,OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA OU VE,"862,20"
406040214,EMBOLIZACAO DE MALFORMACAO VASCULARES ARTERIOVEN,"862,20"
406040257,"FIBRINOLISE VISCERAL INTRAVASCULAR, POR CATETER, INCL ","862,20"
406040249,FIBRINOLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCU,"862,20"
406040222,FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS,"862,20"
406050015,ESTUDO ELETROFISIOLOGICO DIAGNOSTICO,"1.227,25"
406050040,ESTUDO ELETROFISIOLOGICO TERAPEUTICO,"1.614,13"
406050058,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DO,"1.614,13"
406050023,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13"
406050031,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13"
406050066,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DA,"1.614,13"
406050139,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050104,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050082,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050074,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050120,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050112,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
406050090,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
503010014,BUSCA ATIVA DE DOADOR DE ORGAO,"0,00"
503040053,LOCALIZACAO E ABORDAGEM DE POSSIVEL DOADOR DE ORG,"349,98"
502010029,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"532,51"
502010010,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"357,91"
504010026,PROCESSAMENTO DE CORNEA / ESCLERA PARA TRANSPLAN,"0,00"
504010034,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA / E,"340,00"
504010018,CONTAGEM ENDOTELIAL CORNEANA,"60,00"
303170107,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA,"125,36"
303170093,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL PSIQUIATRICO -,"57,70"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAIS NAO CLASSIFICA,"25,15"
301080020,ACOLHIMENTO A PACIENTES DE CENTRO DE ATENCAO PSICO,"30,25"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE I - RPH,"35,80"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE II - RPH,"32,80"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE III - RPH,"30,13"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE IV - RPH,"28,68"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE V - RPH,"28,35"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VI - RPH,"28,01"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VII - RPH,"27,15"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VIII - RPH,"26,95"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE IX - RPH,"26,80"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE X - RPH,"26,69"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XI - RPH,"26,59"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XII - RPH,"26,50"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XIII - RPH,"26,42"
303170093,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XIV - RPH,"26,36"
303190019,TRATAMENTO EM REABILITACAO,"170,75"
303190019,TRATAMENTO EM REABILITACAO,"170,75"
301060010,"ATENDIMENTO CLINICO PEDIATRICO, EM REGIME DE INTERNA ","120,00"
301060088,"ATENDIMENTO CLINICO, EM REGIME DE INTERNACAO, A ADUL ","120,00"
303100044,INFECCAO DO APARELHO GENITAL DURANTE GRAVIDEZ,"355,50"
303160020,MASTITE,"181,00"
303100010,INFECCAO DA PAREDE ABDOMINAL POS-CESARIANA,"355,50"
303100010,PERITONITE POS-CESARIANA,"355,50"
303100036,PRE-ECLAMPSIA GRAVE,"193,25"
303100028,ECLAMPSIA,"193,25"
303100044,HIPEREMESE GRAVIDICA (FORMA MEDIA),"181,00"
303100044,HIPEREMESE GRAVIDICA (FORMA GRAVE),"181,00"
303100010,INFECCAO DO PARTO E DO PUERPERIO,"355,50"
303100044,FALSO TRABALHO DE PARTO,"181,00"
303100044,AMEACA DE ABORTO,"181,00"
303100052,GRAVIDEZ MOLAR SEM PARTO,"181,00"
303100044,HEMORRAGIAS DA GRAVIDEZ,"186,75"
303100044,TRABALHO DE PARTO PREMATURO,"181,00"
303100044,INTERCORRENCIAS CLINICAS NA GRAVIDEZ EM GESTANTE DE,"1.000,97"
303100044,INTERCORRENCIAS CLINICAS EM ATENDIMENTO SECUNDARIO,"1.000,70"
303180013,TRATAMENTO DA AIDS,"0,00"
303180048,AFECCOES DO SISTEMA NERVOSO - AIDS,"2.340,60"
303180056,AFECCOES DO SISTEMA RESPIRATORIO - AIDS,"2.211,60"
303180064,DOENCAS DISSEMINADAS - AIDS,"1.956,30"
303180030,AFECCOES DO APARELHO DIGESTIVO - AIDS,"1.042,97"
303180048,AFECCOES DO SISTEMA NERVOSO - AIDS,"2.340,60"
303180056,AFECCOES DO SISTEMA RESPIRATORIO - AIDS,"2.211,60"
303180064,DOENCAS DISSEMINADAS - AIDS,"1.956,30"
303180030,AFECCOES DO APARELHO DIGESTIVO - AIDS,"1.042,97"
301060010,DIAGNOSTICO E/OU PRIMEIRO ATENDIMENTO EM CLINICA PE,"134,05"
303160055,PREMATURIDADE,"1.546,82"
303160071,TOCOTRAUMATISMOS,"574,30"
303160063,ANOXIA PERINATAL GRAVE,"574,30"
303160047,DOENCA HEMORRAGICA DO RECEM NASCIDO,"574,30"
303160063,SINDROME DA A.P.I. DO RECEM NASCIDO (MEMBRANA HIALIN,"1.114,04"
303140151,PNEUMOPATIAS AGUDAS,"1.216,78"
303160047,DOENCAS HEMOLITICAS PERINATAIS,"574,30"
303160047,ICTERICIAS NEONATAIS,"574,30"
303160020,INFECCOES PERINATAIS,"574,30"
303110023,ABERRACOES CROMOSSOMICAS,"893,25"
303160039,OUTRAS AFECCOES DO RECEM-NASCIDO,"574,30"
303160055,ATENDIMENTO AO RECEM NASCIDO DE BAIXO PESO,"855,03"
303030046,DESIDRATACAO AGUDA (PEDIATRIA),"281,95"
301060088,DIAGNOSTICO E/OU PRIMEIRO ATENDIMENTO EM CLINICA ME,"134,05"
303030046,DESIDRATACAO AGUDA (CLINICA MEDICA),"281,95"
303030020,DESNUTRICAO PROTEICO CALORICA (O E O GRAUS) PEDIAT,"1,00"
303030020,KWASHIORKOR (PEDIATRIA),"1.381,00"
303030020,MARASMO (PEDIATRIA),"1.381,00"
303030020,KWASHIORKOR-MARASMATICO (PEDIATRIA),"1.381,00"
303070102,SINDROME DISABSORTIVA (PEDIATRIA),"503,80"
303140020,MUCOVISCIDOSE (PEDIATRIA),"1.216,78"
303030020,RAQUITISMO (PEDIATRIA),"666,05"
303030020,DESNUTRICAO (CLINICA MEDICA),"666,05"
303070102,SINDROME DISABSORTIVA (CLINICA MEDICA),"503,80"
303010061,COLERA (PEDIATRIA),"565,85"
303010061,FEBRE TIFOIDE E OUTRAS SALMONELOSES (PEDIATRIA),"565,85"
303010215,TUBERCULOSE PULMONAR,"1.396,59"
303010142,MENINGITE TUBERCULOSA,"1.396,59"
303010215,TUBERCULOSE OUTRAS LOCALIZACOES,"1.396,59"
303010037,GANGRENA GASOSA (PEDIATRIA),"1.439,10"
303010045,PESTE (PEDIATRIA),"565,85"
303010045,BRUCELOSE ( PEDIATRIA ),"565,85"
303010037,LISTERIOSE (PEDIATRIA),"565,85"
303010037,DIFTERIA (PEDIATRIA),"565,85"
303010142,MENINGITE PURULENTA (PEDIATRIA),"1.437,09"
303010037,TETANO (PEDIATRIA),"1.439,10"
303010037,COQUELUCHE (PEDIATRIA),"565,85"
303010150,MALARIA (PEDIATRIA),"492,35"
303010053,LEISHMANIOSE CUTANEO MUCOSA (PEDIATRIA),"492,35"
303010053,TRIPANOSSOMIASE (DOENCA DE CHAGAS) (PEDIATRIA),"492,35"
303010126,SIFILIS CONGENITA E ADQUIRIDA (PEDIATRIA),"794,35"
303010185,BOUBA (PEDIATRIA),"794,35"
303010045,LEPTOSPIROSE (PEDIATRIA),"794,35"
303010100,FILARIOSE (PEDIATRIA),"477,45"
303010053,TOXOPLASMOSE (PEDIATRIA),"492,35"
303080078,ESTREPTOCOCCIAS (PEDIATRIA),"614,80"
303080060,ESTAFILOCOCCIAS (PEDIATRIA),"614,80"
303010142,INFECCOES MENINGOCOCICAS (PEDIATRIA),"1.437,09"
303010037,SEPTICEMIA (PEDIATRIA),"1.956,35"
303010061,ENTERO INFECCOES (PEDIATRIA),"610,30"
303010061,INTOXICACAO ALIMENTAR (PEDIATRIA),"610,30"
303010037,MENINGOENCEFALITE A VIRUS (PEDIATRIA),"921,90"
303010142,POLIOMIELITE (PEDIATRIA),"921,87"
303010134,SARAMPO (PEDIATRIA),"533,15"
303010193,CAXUMBA (PEDIATRIA),"533,15"
303010193,MONONUCLEOSE (PEDIATRIA),"533,15"
303010070,FEBRE AMARELA (PEDIATRIA),"533,15"
303010118,HEPATITES INFECCIOSA (PEDIATRIA),"533,15"
303010142,RAIVA (PEDIATRIA),"533,15"
303010177,TRACOMA (PEDIATRIA),"533,15"
303010169,MICOSES SISTEMICAS (PEDIATRIA),"1.956,35"
303010100,ESQUISTOSSOMOSE (PEDIATRIA),"477,45"
303010100,LARVA MIGRANS VISCERAL (PEDIATRIA),"477,45"
303010088,HANSENIASE (PEDIATRIA),"565,85"
303010010,DENGUE CLASSICA (PEDIATRIA),"533,15"
303010215,TRATAMENTO DA TUBERCULOSE COM LESOES EXTENSAS E M,"111,65"
303130083,TRATAMENTO DA HANSENIASE COM LESOES EXTENSAS (PED,"65,15"
303010142,MENINGITE POR FUNGOS E OUTRAS ( PEDIATRIA ),"811,35"
303010096,HANTAVIROSES (PEDIATRIA),"287,07"
303010142,MENINGITE POR HAEMOPHILUS INFLUENZAE ( PEDIATRIA ),"811,35"
303010207,PARALISIA FLACIDA AGUDA (PEDIATRIA),"277,46"
303010134,RUBEOLA (PEDIATRIA),"277,46"
303010134,SINDROME DA RUBEOLA CONGENITA (PEDIATRIA),"277,46"
303010053,DOENCA DE CHAGAS ( CASO AGUDO ) PEDIATRIA,"172,32"
303010061,FEBRE TIFOIDE (PEDIATRIA),"287,07"
303010118,HEPATITE B (PEDIATRIA),"277,46"
303010118,HEPATITE C (PEDIATRIA),"277,46"
303010053,LEISHMANIOSE VISCERAL ( PEDIATRIA ),"172,32"
303010029,DENGUE HEMORRAGICA (PEDIATRIA),"443,94"
303010118,HEPATITE A (PEDIATRIA),"277,46"
308040023,COMPLICACAO VACINACAO ANTI RABICA (PEDIATRIA),"277,46"
303010037,TETANO NEONATAL,"672,25"
303010061,COLERA (CLINICA MEDICA),"565,85"
303010061,FEBRE TIFOIDE E OUTRAS SALMONELOSES (CLINICA MEDICA,"565,85"
303010215,TUBERCULOSE PULMONAR,"1.396,59"
303010142,MENINGITE TUBERCULOSA,"1.396,59"
303010215,TUBERCULOSE OUTRAS LOCALIZACOES,"1.396,59"
303010037,GANGRENA GASOSA (CLINICA MEDICA),"1.439,10"
303010061,PESTE (CLINICA MEDICA),"565,85"
303010045,BRUCELOSE (CLINICA MEDICA),"565,85"
303010037,LISTERIOSE (CLINICA MEDICA),"565,85"
303010037,DIFTERIA (CLINICA MEDICA),"565,85"
303010037,TETANO (CLINICA MEDICA),"1.439,10"
303010150,MALARIA (CLINICA MEDICA),"492,35"
303010053,LEISHMANIOSE CUTANEO MUCOSA (CLINICA MEDICA),"492,35"
303010053,TRIPANOSSOMIASE (DOENCA DE CHAGAS) (CLINICA MEDICA),"492,35"
303010126,SIFILIS (CLINICA MEDICA),"794,35"
303010185,BOUBA (CLINICA MEDICA),"794,35"
303010045,LEPTOSPIROSE (CLINICA MEDICA),"794,35"
303010100,FILARIOSE (CLINICA MEDICA),"477,45"
303010053,TOXOPLASMOSE (CLINICA MEDICA),"492,35"
303080078,ESTREPTOCOCCIAS (CLINICA MEDICA),"614,80"
303080060,ESTAFILOCOCCIAS (CLINICA MEDICA),"614,80"
303010037,DOENCA MENINGOCOCICA (CLINICA MEDICA),"1.437,09"
303010037,SEPTICEMIA (CLINICA MEDICA),"1.956,35"
303010061,ENTERO INFECCOES (CLINICA MEDICA),"610,30"
303010061,INTOXICACAO ALIMENTAR (CLINICA MEDICA),"610,30"
303010037,MENINGOENCEFALITE BACTERIANA (CLINICA MEDICA),"1.437,09"
303010037,MENINGOENCEFALITE VIRAL ? VIRUS (CLINICA MEDICA),"921,90"
303010142,POLIOMIELITE ( CLINICA MEDICA ),"921,88"
303010193,MONONUCLEOSE (CLINICA MEDICA),"533,15"
303010070,FEBRE AMARELA (CLINICA MEDICA),"533,15"
303010118,OUTRAS HEPATITES INFECCIOSA (CLINICA MEDICA),"533,15"
303010142,RAIVA (CLINICA MEDICA),"533,15"
303010169,MICOSES SISTEMICAS (CLINICA MEDICA),"1.956,35"
303010100,ESQUISTOSSOMOSE (CLINICA MEDICA),"477,45"
303010100,LARVA MIGRANS INFECTADA GRAVE (CLINICA MEDICA),"614,80"
303010142,MENINGITE POR FUNGOS E OUTRAS,"1.437,09"
303010088,HANSENIASE (CLINICA MEDICA),"565,85"
303010010,DENGUE CLASSICA (CLINICA MEDICA),"533,15"
303010215,TRATAMENTO DA TUBERCULOSE COM LESOES EXTENSAS E M,"111,65"
303130083,TRATAMENTO DA HANSENIASE COM LESOES EXTENSAS (CLIN,"65,15"
303010096,HANTAVIROSES (CLINICA MEDICA),"287,07"
303010142,MENINGITE POR HAEMOPHILUS INFLUENZAE ( CLINICA MEDIC,"811,35"
303010207,PARALISIA FLACIDA AGUDA (CLINICA MEDICA),"277,46"
303010134,RUBEOLA (CLINICA MEDICA),"277,46"
303010053,LEISHMANIOSE VISCERAL (CLINICA MEDICA ),"172,32"
303010053,DOENCA DE CHAGAS ( CASO AGUDO ) - ( CLINICA MEDICA ),"172,32"
303010061,FEBRE TIFOIDE (CLINICA MEDICA),"287,07"
303010118,HEPATITE B (CLINICA MEDICA),"277,46"
303010118,HEPATITE C (CLINICA MEDICA),"277,46"
303010134,SARAMPO (CLINICA MEDICA),"277,46"
303010029,DENGUE HEMORRAGICA (CLINICA MEDICA),"443,94"
303010118,HEPATITE A (CLINICA MEDICA),"277,46"
308040023,COMPLICACAO VACINACAO ANTI RABICA (CLINICA MEDICA),"277,46"
303070064,AFECCOES ESOFAGIANAS,"411,50"
303070072,ABSCESSO HEPATICO,"547,30"
303070072,CIRROSE HEPATICA,"924,70"
303070064,GASTRITE E DUODENITE,"411,50"
303070110,OBSTRUCAO INTESTINAL,"437,65"
303070110,ILEO PARALITICO,"437,65"
303070099,COLITE ULCERATIVA OU COLON IRRITAVEL,"503,80"
303070080,PERITONITE,"547,30"
303070110,ABSCESSO INTESTINAL,"547,30"
303070129,COLECISTITE AGUDA,"547,30"
303070129,PANCREATITE,"547,30"
303070110,MEGACOLON,"437,65"
303070110,DOENCA DIVERTICULAR,"503,80"
303070102,HEMORRAGIAS DIGESTIVAS,"791,00"
303160012,ENTERITE NECROSANTE,"503,80"
303070064,AFECCOES ESOFAGIANAS,"411,50"
303070064,ULCERA PEPTICA,"411,50"
303070064,GASTRITE E DUODENITE,"411,50"
303070099,ENTERITE REGIONAL,"503,80"
303070099,PROCTOCOLITE IDIOPATICA,"503,80"
303070110,OBSTRUCAO INTESTINAL,"437,65"
303070110,DOENCA DIVERTICULAR,"503,80"
303070102,HEMORRAGIAS DIGESTIVAS,"791,00"
303070080,PERITONITE,"547,30"
303070072,ATROFIA AMARELA AGUDA DO FIGADO,"924,70"
303070072,INSUFICIENCIA HEPATICA AGUDA,"924,70"
303070072,CIRROSE HEPATICA,"924,70"
303070129,COLANGITE,"547,30"
303070072,ABSCESSO HEPATICO,"547,30"
303070072,COMA HEPATICO,"924,70"
303070129,COLECISTITE AGUDA,"547,30"
303070129,AFECCOES PANCREATICAS,"547,30"
303140100,LARINGOTRAQUEOBRONQUITE,"413,65"
303140127,ABSCESSO RETROFARINGEO OU PERIAMIGDALIANO,"413,65"
303140070,OTITE / OTOMASTOIDITE,"359,75"
303140143,BRONQUIOLITE AGUDA,"413,65"
303140151,PNEUMONIA ESTAFILOCOCCICA,"1.026,96"
303140151,PNEUMONIA EM CRIANCA,"610,42"
303140046,ENFISEMA PULMONAR,"818,02"
303140046,CRISE ASMATICA,"610,26"
303140119,PNEUMOTORAX,"1.026,96"
303140038,ABSCESSO PULMONAR,"1.026,96"
303140151,MICOSES PULMONARES,"1.026,96"
303140046,BRONQUIECTASIA,"610,42"
303140097,HEMORRAGIAS DAS VIAS RESPIRATORIAS,"413,65"
303140054,SARCOIDOSE,"799,40"
303140135,INSUFICIENCIA RESPIRATORIA AGUDA,"1.216,78"
303140151,PNEUMONIA DO LACTENTE,"1.216,78"
303010061,ENTERO INFECCOES EM LACTENTE,"741,65"
303140100,LARINGOTRAQUEOBRONQUITE,"413,65"
303140127,ABSCESSO RETROFARINGEO OU PERIAMIGDALIANO,"413,65"
303140151,PNEUMONIA ESTAFILOCOCCICA,"1.026,96"
303140151,PNEUMONIA EM ADULTO,"610,42"
303140046,ENFISEMA PULMONAR,"818,02"
303140062,COR PULMONALE DESCOMPENSADO,"1.221,68"
303140046,CRISE ASMATICA,"610,26"
303140119,PNEUMOTORAX,"1.026,96"
303140038,ABSCESSO PULMONAR,"1.026,96"
303140054,PNEUMOCONIOSE,"818,02"
303140151,MICOSES PULMONARES,"1.026,96"
303140046,BRONQUIECTASIA,"610,42"
303140097,HEMORRAGIAS DAS VIAS RESPIRATORIAS,"413,65"
303140089,FIBROSES INTERSTICIAIS DIFUSAS DO PULMAO,"818,02"
303140054,SARCOIDOSE,"799,40"
303140046,DOENCA PULMONAR OBSTRUTIVA CRONICA,"818,02"
303140135,INSUFICIENCIA RESPIRATORIA AGUDA,"818,02"
303140020,MUCOVISCIDOSE,"799,40"
303060085,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
303060115,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
303060034,MIOCARDITE,"633,95"
303060239,MIOCARDITE,"633,95"
303060158,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
303060166,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
303060271,PERICARDITE AGUDA,"633,95"
303060212,INSUFICIENCIA CARDIACA,"1.221,68"
303060107,CRISE HIPERTENSIVA,"408,30"
303060182,HIPERTENSAO MALIGNA,"408,30"
303060018,ANEURISMA ARTERIAL COMPLICADO,"677,60"
303060204,VASCULOPATIA PERIFERICA,"677,60"
303060263,VASCULOPATIA PERIFERICA,"677,60"
303060140,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
303060174,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
303110040,CARDIOPATIA CONGENITA COM INSUFICIENCIA CARDIACA,"1.221,68"
303060131,EDEMA AGUDO DE PULMAO,"1.221,68"
303060026,ARRITMIAS,"462,60"
303060247,OUTRAS VASCULOPATIAS,"677,60"
303060069,CHOQUE CARDIOGENICO EM CRIANCA,"528,94"
303060255,CHOQUE CARDIOGENICO EM CRIANCA,"528,94"
303060077,CHOQUE HIPOVOLEMICO EM CRIANCA,"528,94"
303010037,CHOQUE SEPTICO EM CRIANCA,"964,39"
406010960,CONTUSAO MIOCARDICA,"156,28"
406010978,FERIMENTO CARDIACO PERFURO-CORTANTE,"156,28"
303060085,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
303060115,DOENCA REUMATICA COM COMPROMETIMENTO CARDIACO,"633,95"
303060190,INFARTO AGUDO DO MIOCARDIO,"1.066,75"
303060042,INSUFICIENCIA CORONARIANA AGUDA,"519,90"
303060280,INSUFICIENCIA CORONARIANA AGUDA,"519,90"
303060158,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
303060166,ENDOCARDITE BACTERIANA AGUDA E SUB AGUDA,"1.957,95"
303040211,ENCEFALOPATIA HIPERTENSIVA,"210,39"
303060271,PERICARDITE AGUDA,"633,95"
303060018,ANEURISMA ARTERIAL COMPLICADO,"677,60"
